Country	Mountain	Latitude	Longitude	Elevation
New Zealand	Frind Peak	-43.5722674	170.3193197	2448 m
New Zealand	Mount Park	-43.4391653	170.3464533	2312 m
New Zealand	Mount Peter	-43.457585	170.3452753	2286 m
New Zealand	Wilczek Peak	-43.4420088	170.3426372	2359 m
New Zealand	Mount Alec	-43.449664	170.3433532	2269 m
New Zealand	Mount Barrowman	-43.4558567	170.4141054	2089 m
New Zealand	Roderick Peak	-43.4656408	170.3414924	2343 m
New Zealand	Hochstetter Dome	-43.5008906	170.3476069	2810 m
New Zealand	Graceful Peak	-43.5032007	170.3719149	2457 m
New Zealand	Brodrick Peak	-43.4982089	170.3940634	2669 m
New Zealand	Mount Mannering	-43.4868368	170.4111063	2669 m
New Zealand	King Peak	-43.4292938	170.42423	1938 m
New Zealand	Dog Kennel Peak	-43.4612136	170.4210227	2288 m
New Zealand	Mount Livingstone	-43.4595114	170.4597816	2561 m
New Zealand	Mount Moffat	-43.4598071	170.4546103	2638 m
New Zealand	Cassino Peak	-43.4518568	170.4606355	2450 m
New Zealand	Mount Loughnan	-43.4342493	170.4766627	2590 m
New Zealand	Seymour Peak	-43.426885	170.496856	2400 m
New Zealand	Alamein Peak	-43.447138	170.4659069	2361 m
New Zealand	Takrouna Peak	-43.4445097	170.4682365	2357 m
New Zealand	Mount Fletcher	-43.4420838	170.4957249	2467 m
New Zealand	Gordon Peak	-43.4541668	170.4909063	2090 m
New Zealand	Mount Huss	-43.465506	170.434391	2502 m
New Zealand	Upton Peak	-43.4669813	170.4628582	2328 m
New Zealand	Bruce Murray	-43.4704403	170.4681732	2120 m
New Zealand	Panorama	-43.4749716	170.4802546	2117 m
New Zealand	Mount Annan	-43.5268361	170.3480698	2934 m
New Zealand	Mount Aylmer	-43.5072349	170.3614351	2699 m
New Zealand	Mount Abel	-43.5216169	170.361744	2688 m
New Zealand	Mount Darwin	-43.5270454	170.3397995	2952 m
New Zealand	Haeckel Peak	-43.5401261	170.3454068	2965 m
New Zealand	Rose Peak	-43.5461166	170.3559637	2508 m
New Zealand	Mount Cooper	-43.5215807	170.3850721	2362 m
New Zealand	Coopers Mate	-43.528372	170.4183423	2280 m
New Zealand	Mount Conrad	-43.5612223	170.4192133	2598 m
New Zealand	Mount Ronald Adair	-43.5921648	170.4005416	2818 m
New Zealand	Mount Kenneth	-43.5844976	170.4045522	2638 m
New Zealand	Mount Olaf	-43.5820242	170.4028636	2641 m
New Zealand	Mount Sydney King	-43.5077742	170.4347966	2521 m
New Zealand	Mount Phyllis	-43.5109515	170.4269117	2444 m
New Zealand	Mount Acland	-43.5182353	170.4438882	2562 m
New Zealand	The Ant-Hill	-43.541229	170.4359738	2517 m
New Zealand	Mount Richmond	-43.5294494	170.4314239	2509 m
New Zealand	Smith Peak	-43.2611772	170.6327239	1790 m
New Zealand	Mount Tri	-43.2641286	170.6426141	1815 m
New Zealand	Mount Kensington	-43.2913458	170.6389415	2444 m
New Zealand	Mount Barlow	-43.3158384	170.6120106	2100 m
New Zealand	Little Unknown	-43.327312	170.6237113	2068 m
New Zealand	Mount Farrar	-43.3107175	170.6567286	2424 m
New Zealand	Guardian Peak	-43.3191676	170.6793189	2218 m
New Zealand	The Great Unknown	-43.3329413	170.5868363	2196 m
New Zealand	Mount Rangatira	-43.3930439	170.5212478	2157 m
New Zealand	Gorrie Peak	-43.414444	170.5230408	2425 m
New Zealand	Cumine Peak	-43.4099289	170.5296888	2484 m
New Zealand	Mount Ariki	-43.3962622	170.5405593	2193 m
New Zealand	McKinnon Peak	-43.4104286	170.53339	2504 m
New Zealand	Mount Shyness	-43.4169276	170.5808963	2355 m
New Zealand	Mount Moreton	-43.3447558	170.5960472	1775 m
New Zealand	Sceptre Peak	-43.3501246	170.6725206	2319 m
New Zealand	Mount Edison	-43.3713057	170.6459103	2337 m
New Zealand	Eric Twins	-43.4012376	170.63543	2123 m
New Zealand	Dolphin Peak	-43.4072087	170.6278263	2135 m
New Zealand	Rankin Peak	-43.3767278	170.6578257	2113 m
New Zealand	Sword Peak	-43.3864821	170.6572677	2336 m
New Zealand	Milne Peak	-43.3939004	170.6621045	2093 m
New Zealand	Icefall Outlook	-43.3129836	170.6884828	1763 m
New Zealand	Newton Peak	-43.3163267	170.7170601	2543 m
New Zealand	Mount Lambert	-43.2910426	170.743563	2430 m
New Zealand	Snowy Peak	-43.3164615	170.74305	2376 m
New Zealand	Mount Tyndal	-43.3182641	170.7241978	2517 m
New Zealand	Blue Lookout	-43.2442653	170.7757563	1273 m
New Zealand	False Blue Lookout	-43.258362	170.7800632	1226 m
New Zealand	Hidden Peak	-43.2859422	170.8270401	2298 m
New Zealand	Blair Peak	-43.2820199	170.8551823	2486 m
New Zealand	Mount Stoddart	-43.2875615	170.7884046	2223 m
New Zealand	Review Peak	-43.3203233	170.8153806	2174 m
New Zealand	Mount Nicholson	-43.3160709	170.8061148	2367 m
New Zealand	Malcolm Peak	-43.2997639	170.8168182	2512 m
New Zealand	View Peak	-43.3226696	170.8283343	2062 m
New Zealand	Mount Goethe	-43.3212427	170.8435281	2350 m
New Zealand	Outram Peak	-43.3460551	170.7020061	2399 m
New Zealand	Baker Peak	-43.3319608	170.7216545	2259 m
New Zealand	Schrund Peak	-43.3447241	170.7101018	2190 m
New Zealand	Quoin Peak	-43.343192	170.7162342	2208 m
New Zealand	Veil Peak	-43.3729078	170.6919865	2028 m
New Zealand	Helmet Peak	-43.3735425	170.7024247	2215 m
New Zealand	Trireme Peak	-43.3678298	170.7141637	2374 m
New Zealand	Tauroa Peak	-43.3712617	170.7264759	2321 m
New Zealand	Watchdog Peak	-43.4124964	170.7692144	2079 m
New Zealand	Scimitar Peak	-43.341176	170.8245284	2225 m
New Zealand	Bardolph Peak	-43.3373167	170.8463586	2368 m
New Zealand	Pistol Peak	-43.3358752	170.8482674	2345 m
New Zealand	Spearpoint Peak	-43.3403116	170.8418914	2446 m
New Zealand	Nym Peak	-43.3420817	170.8438742	2420 m
New Zealand	The Warrior	-43.3452442	170.8441198	2580 m
New Zealand	Bandit Peak	-43.3651058	170.8248977	2246 m
New Zealand	Amazon Peak	-43.3541739	170.8423087	2486 m
New Zealand	The Sentinel	-43.3742002	170.8089744	2217 m
New Zealand	Mount Johnstone	-43.3755648	170.8574196	2320 m
New Zealand	Mount Jollie	-43.4062958	170.8581491	2241 m
New Zealand	Mount Frances	-43.4293678	170.5107806	2479 m
New Zealand	Mount Wolseley	-43.429524	170.5231804	2558 m
New Zealand	Mount Walton	-43.4248227	170.5178896	2403 m
New Zealand	Mount Victoire	-43.4182251	170.5196373	2517 m
New Zealand	Mount Kennedy	-43.4262737	170.5220864	2492 m
New Zealand	Mount Sutton-turner	-43.4271426	170.5126796	2437 m
New Zealand	White Pyramid	-43.4198047	170.5180458	2412 m
New Zealand	Mount Petermann	-43.421794	170.5670783	2346 m
New Zealand	Dennistoun Peak	-43.4334024	170.5930787	2315 m
New Zealand	Malthus Peak	-43.4324575	170.5878996	2210 m
New Zealand	The Onlooker	-43.4642919	170.5940067	2449 m
New Zealand	Mount D'Archiac	-43.4649148	170.5816701	2875 m
New Zealand	Mount Coates	-43.4751631	170.5888451	2400 m
New Zealand	Mount Forbes	-43.4953713	170.5876786	2583 m
New Zealand	Mount Odell	-43.4194228	170.6154503	2145 m
New Zealand	McClure Peak	-43.4318094	170.6156145	2486 m
New Zealand	The Commander	-43.4507296	170.603023	2337 m
New Zealand	Pyramus Peak	-43.4416354	170.6154205	2253 m
New Zealand	Mount McMillan	-43.4372092	170.6803499	1883 m
New Zealand	Oklahoma	-43.4426194	170.6471068	2125 m
New Zealand	Mount Earle	-43.4830771	170.6022946	2410 m
New Zealand	East Sentinel	-43.4912319	170.6286552	2133 m
New Zealand	Finlay Hill	-43.4822335	170.6802323	2005 m
New Zealand	Pukewhero Peak	-43.5088047	170.5204219	2006 m
New Zealand	Mount Sibbald	-43.5518468	170.5548391	2811 m
New Zealand	Graf Spee	-43.5422846	170.6735387	2267 m
New Zealand	Mount Chevalier	-43.5690788	170.651389	2404 m
New Zealand	Ajax	-43.5799702	170.6526232	2319 m
New Zealand	Mount Onslow	-43.4514372	170.780645	2203 m
New Zealand	Mount McRae	-43.4321413	170.846759	1737 m
New Zealand	Ferrar Peak	-43.4694537	170.7868777	2225 m
New Zealand	Mount Nolan	-43.468615	170.8043669	1884 m
New Zealand	Exeter	-43.5537318	170.6993072	2327 m
New Zealand	High Peak	-43.5690254	170.7242697	2540 m
New Zealand	Alma	-43.5550022	170.727246	2510 m
New Zealand	Tantalus	-43.5827359	170.7122568	2454 m
New Zealand	Myrmidon	-43.5739857	170.7187354	2474 m
New Zealand	Priam	-43.5785447	170.7179207	2435 m
New Zealand	The Thumbs	-43.5931794	170.7270504	2546 m
New Zealand	Low Peak	-43.5653282	170.7302647	2450 m
New Zealand	Black Mountain	-43.5709312	170.8153	1809 m
New Zealand	Mount Misery	-42.9581447	170.9838089	924 m
New Zealand	Remarkable Peak	-43.0608055	170.9353299	1790 m
New Zealand	Frew Knob	-42.9916112	171.0281128	994 m
New Zealand	Sentinel Peak	-43.0528311	170.9678426	1944 m
New Zealand	Mount Bowen	-43.047845	170.9633919	1985 m
New Zealand	Mount Browne	-43.0358953	171.0127898	1354 m
New Zealand	Round Top	-42.9233548	171.1021586	775 m
New Zealand	Mount Diedrichs	-42.9511764	171.0873497	1084 m
New Zealand	Squall Peak	-42.959285	171.1137016	1405 m
New Zealand	Jumble Top	-42.9653218	171.1088578	1610 m
New Zealand	Sam Knob	-42.9299707	171.1570101	1225 m
New Zealand	Allan Knob	-42.9507424	171.153232	1132 m
New Zealand	The Pinnacle	-42.9413457	171.1627794	1508 m
New Zealand	Crinkle Top	-42.9372163	171.1765346	1315 m
New Zealand	Genoa Peak	-42.943129	171.1717031	1503 m
New Zealand	Mount Reeves	-42.9684137	171.1837569	1779 m
New Zealand	Mount Robinson	-42.9939703	171.0662094	1402 m
New Zealand	Mount Inframeta	-43.0258325	171.0605176	1356 m
New Zealand	Mount Meta	-43.060773	171.0932669	1648 m
New Zealand	Mount Ross	-43.0163643	171.1276089	1770 m
New Zealand	Bastion Ridge	-42.9986985	171.2006914	1883 m
New Zealand	Mount Bannatyne	-43.0141438	171.1789488	1808 m
New Zealand	Mount Chamberlin	-43.0027946	171.1862933	1786 m
New Zealand	The Rampart	-43.0033892	171.209581	1881 m
New Zealand	Mount Kai Iwi	-43.0649056	171.1854778	2070 m
New Zealand	The Tusk	-43.1065496	170.8843924	2046 m
New Zealand	Mount Beaumont	-43.0991856	170.9300325	2136 m
New Zealand	Raged Peak	-43.1166125	170.8712355	1943 m
New Zealand	Mount Bloomfield	-43.1509529	170.8711157	2106 m
New Zealand	The Rotunda	-43.0973342	170.9489847	2024 m
New Zealand	Cropp Knob	-43.0899413	170.9846234	1508 m
New Zealand	Mount Wylde Brown	-43.1242945	170.9573946	1475 m
New Zealand	Johanson Peak	-43.1311298	170.9843576	1275 m
New Zealand	Mount Thorndike	-43.1505365	170.9582076	2035 m
New Zealand	Mount Van Redan	-43.1399974	170.9744735	1707 m
New Zealand	Artist Dome	-43.1641171	170.880182	2128 m
New Zealand	Park Dome	-43.159481	170.9290461	2340 m
New Zealand	The Red Lion	-43.188734	170.9145287	2444 m
New Zealand	Mount Evans	-43.1856068	170.9259286	2620 m
New Zealand	Mount Roberts	-43.2393853	170.8911627	2107 m
New Zealand	Mount Hitchin	-43.1100915	170.812124	1720 m
New Zealand	Erewhon Peak	-43.2132776	170.9211202	2440 m
New Zealand	Mount Whitcombe	-43.2159629	170.9140187	2650 m
New Zealand	Snow Dome	-43.2150923	170.9069689	2624 m
New Zealand	Agfa Knob	-43.1733987	170.9579373	1004 m
New Zealand	Jourdain Cone	-43.1850847	170.9723826	1610 m
New Zealand	Laws Peak	-43.1712626	171.0280895	2144 m
New Zealand	Mount Neave	-43.1817704	171.016875	2290 m
New Zealand	Lauper Peak	-43.2269214	170.9478582	2485 m
New Zealand	Little Hill	-43.0951199	171.052393	1736 m
New Zealand	Mount Tancred	-43.0853985	171.1192925	1925 m
New Zealand	Mount Carl	-43.1044297	171.0956281	2080 m
New Zealand	Button Peak	-43.1022606	171.0792136	1996 m
New Zealand	Mount Frieda	-43.0989059	171.094343	2130 m
New Zealand	Vincent Peak	-43.1011721	171.0845102	1947 m
New Zealand	Mount Tarleton	-43.1117995	171.0515333	1968 m
New Zealand	Mount Split Open	-43.1140733	171.0638525	1967 m
New Zealand	Mount Young	-43.12519	171.0686492	2080 m
New Zealand	Mount McWhirter	-43.1396684	171.0414219	2111 m
New Zealand	Comyns Peak	-43.1188507	171.1083497	2090 m
New Zealand	Mount Marion	-43.1115638	171.1035817	2119 m
New Zealand	Big Jar	-43.0700542	171.1333024	1584 m
New Zealand	Gerard Peak	-43.0823882	171.1337356	2065 m
New Zealand	Mount Ballance	-43.0758864	171.1652677	2036 m
New Zealand	Mount Notman	-43.0795773	171.1545219	2130 m
New Zealand	Mount Stout	-43.0774094	171.1607193	2148 m
New Zealand	Mount Tregear	-43.0888912	171.1450017	2042 m
New Zealand	Mount Harrison	-43.0680055	171.1774602	2085 m
New Zealand	Shafto Peak	-43.0743009	171.1751381	2107 m
New Zealand	Mount Kensington	-43.0748821	171.1692218	2023 m
New Zealand	Mystery Peak	-43.0664598	171.1897874	2090 m
New Zealand	Mount Bryce	-43.074286	171.1963743	2182 m
New Zealand	Monarch Hill	-43.1159725	171.1323386	1893 m
New Zealand	Urquhart Peak	-43.1233769	171.1233742	2132 m
New Zealand	Mount Williams	-43.1221874	171.1872487	2300 m
New Zealand	Bonds Peak	-43.1670018	171.0384685	2304 m
New Zealand	Observation Cone	-43.1917163	171.0435164	1990 m
New Zealand	Hinge Peak	-43.1985616	171.0658746	2184 m
New Zealand	Mistake Hill	-43.1929142	171.1955565	2099 m
New Zealand	Tyndalls Knob	-42.9234642	171.2380383	1794 m
New Zealand	Cairn Peak	-42.9196986	171.2500133	1858 m
New Zealand	Mount Lathrop	-42.9195883	171.2899049	1910 m
New Zealand	Mount Keddell	-42.9728051	171.2830541	1969 m
New Zealand	Mount Learmont	-42.9584591	171.2962753	2042 m
New Zealand	Mount Browning	-42.9121064	171.3099855	1585 m
New Zealand	Mount Axis	-42.9236474	171.364294	1979 m
New Zealand	Mount Beals	-42.9476358	171.3148722	1940 m
New Zealand	Mount McDonald	-42.9359601	171.3017063	1770 m
New Zealand	Twin Peaks	-42.941781	171.3266999	1895 m
New Zealand	Mount Walter	-42.9690623	171.3076277	1925 m
New Zealand	Mount Lilian	-42.9757161	171.3069815	1945 m
New Zealand	Mount Harman/Kaniere	-42.9349332	171.3618941	1900 m
New Zealand	Mount Marion	-42.9457243	171.3818826	2145 m
New Zealand	Mount Pope	-42.9389231	171.3718379	1720 m
New Zealand	Pamperos Cairn	-42.9540474	171.3660148	1880 m
New Zealand	Commodore Peak	-42.9987702	171.2417035	1940 m
New Zealand	Mount Ambrose	-43.0039756	171.2341619	2014 m
New Zealand	Mount Fitzgerald	-42.9821305	171.26766	2017 m
New Zealand	Mount Griffiths	-42.9793865	171.2736711	2046 m
New Zealand	Mount Cabot	-42.9960982	171.2795627	2088 m
New Zealand	Mount Camsell	-42.9830835	171.2819524	2120 m
New Zealand	Mount Ethel	-43.00756	171.2922948	1911 m
New Zealand	Mount Park	-43.042065	171.2142737	2036 m
New Zealand	Mount Eliot	-43.0382101	171.2349833	2059 m
New Zealand	Mount Treadwell	-43.0641814	171.2191254	2102 m
New Zealand	Mungo Peak	-43.0586059	171.2212952	2083 m
New Zealand	Flat Hill	-43.0293843	171.2622577	1617 m
New Zealand	Mount Murchison	-43.0040266	171.3768845	2408 m
New Zealand	Mount Wakeman	-42.9978157	171.3800909	2271 m
New Zealand	Sebastopol	-43.0442302	171.3264072	1327 m
New Zealand	Taipos Breast	-42.90834	171.4333426	1340 m
New Zealand	Carrington Peak	-42.9135944	171.4701113	2010 m
New Zealand	Mount Isobel	-42.9516942	171.4019324	2036 m
New Zealand	Mount Rosamond	-42.9405952	171.3905982	2186 m
New Zealand	Mount Davie	-42.9659139	171.3933348	2280 m
New Zealand	Mount Campbell	-42.935629	171.4370799	1829 m
New Zealand	Mount Armstrong	-42.8919243	171.492885	2110 m
New Zealand	Mount Lancelot	-42.9245847	171.502241	2112 m
New Zealand	Mount Rolleston	-42.9114486	171.5124431	2275 m
New Zealand	Mount Guinevere	-42.9480472	171.4886847	2042 m
New Zealand	Mount Stewart	-42.96669	171.4907969	1934 m
New Zealand	Avalanche Peak	-42.9431235	171.5360806	1833 m
New Zealand	Lyell Peak	-42.954776	171.5341287	1828 m
New Zealand	Mount Bealey	-42.9665605	171.544937	1836 m
New Zealand	Mount Harper	-42.9916696	171.4133857	2222 m
New Zealand	Mount Speight	-43.0028726	171.4170041	2116 m
New Zealand	Cow Peak	-43.0216683	171.43865	2022 m
New Zealand	Mount Damfool	-43.0187476	171.4412803	2030 m
New Zealand	Mottram Peaks	-43.0088151	171.4592198	1751 m
New Zealand	Mount Avoca	-43.0341095	171.4040478	2131 m
New Zealand	Mount Greenlaw	-43.0238198	171.4115435	2315 m
New Zealand	Mount Gizeh	-43.0305981	171.4391957	2162 m
New Zealand	Mount Findlay	-43.0701526	171.2968701	1822 m
New Zealand	Moa Hill	-43.1019365	171.2946479	1655 m
New Zealand	Fang Hill	-43.0967286	171.3741442	1909 m
New Zealand	Scarcliffe	-43.166603	171.3313043	1766 m
New Zealand	Turret Peak	-43.1795219	171.3022235	2020 m
New Zealand	Mount Gideon	-43.1904415	171.3311093	1769 m
New Zealand	Big Goat Hill	-43.2130514	171.3515279	1651 m
New Zealand	Mount Algidus	-43.2378608	171.3532493	1405 m
New Zealand	The Spurs	-43.1487583	171.4587539	1964 m
New Zealand	Thesis Peak	-43.1039539	171.5132541	2042 m
New Zealand	Packard Peak	-43.0919035	171.549279	2066 m
New Zealand	Castle Hill	-43.1912043	171.4313127	832 m
New Zealand	Gargarus	-43.1876597	171.4908936	1655 m
New Zealand	Mount Fitzwilliam	-43.1651503	171.5232075	1382 m
New Zealand	Mount Ida	-43.2163829	171.5322274	1695 m
New Zealand	Little Mount Ida	-43.241418	171.5368777	1050 m
New Zealand	Mount Lord	-43.2456416	170.8705501	2072 m
New Zealand	Mount Westland	-43.2647258	170.8647517	2355 m
New Zealand	Mount Ramsay	-43.2718504	170.880721	2454 m
New Zealand	Mount Butler	-43.2500706	170.9318262	2103 m
New Zealand	Jim's Knob	-43.2779201	170.9261458	1264 m
New Zealand	Mount Kinkel	-43.2888347	170.8787352	2179 m
New Zealand	Prelude Peak	-43.3209643	170.8737764	1946 m
New Zealand	Meins Knob	-43.293491	170.9203105	1276 m
New Zealand	Jollie Sisters	-43.3231536	170.9117285	2191 m
New Zealand	Mount Murray	-43.2991793	170.9759935	2147 m
New Zealand	Red Peak	-43.3143179	170.9894532	2637 m
New Zealand	Mount Gould	-43.3172065	170.9775764	2406 m
New Zealand	Mount Medhurst	-43.2915834	171.0126351	1955 m
New Zealand	The Spires	-43.3047818	171.0052198	2537 m
New Zealand	The Steeple	-43.304048	171.0017216	2539 m
New Zealand	Bastion Peaks	-43.3011964	171.0145733	2441 m
New Zealand	North Peak	-43.3121819	171.0031438	2628 m
New Zealand	Lawrence Peak	-43.3257973	171.0109118	2479 m
New Zealand	Outlaw Peak	-43.3518788	170.8708377	2394 m
New Zealand	Mount Renegade	-43.3474795	170.8726327	2389 m
New Zealand	Couloir Peak	-43.3412594	170.9897363	2642 m
New Zealand	Ashburton Peak	-43.3706064	170.9611886	2359 m
New Zealand	East Horn	-43.3607561	170.9870499	2591 m
New Zealand	Mount Arrowsmith	-43.3569371	170.97825	2781 m
New Zealand	The Twins	-43.3408445	170.9978555	2564 m
New Zealand	Tower Peak	-43.334429	171.0067553	2696 m
New Zealand	Upham Peak	-43.3340223	171.0086829	2705 m
New Zealand	Tent Peak	-43.3421284	171.0207982	2448 m
New Zealand	Jagged Peak	-43.3333445	171.0102444	2706 m
New Zealand	Prop Peak	-43.334192	171.0203658	2408 m
New Zealand	South Peak	-43.3844618	170.9585571	2276 m
New Zealand	Hakatere Peak	-43.3783415	170.9547213	2298 m
New Zealand	Pito Peak	-43.4023509	170.9524556	2401 m
New Zealand	Totara Peak	-43.2550233	171.0912871	1959 m
New Zealand	Manuka Peak	-43.2583445	171.1764394	1686 m
New Zealand	The Marquee	-43.3443178	171.0446788	2421 m
New Zealand	Cascade Hill	-43.3385507	171.0974895	1546 m
New Zealand	Teddys Hill	-43.3673868	171.1050117	1630 m
New Zealand	Wild Mans Hill	-43.4168033	171.0497385	1856 m
New Zealand	Middle Hill	-43.399072	171.1155421	1624 m
New Zealand	Staces Hill	-43.4149327	171.1217683	1479 m
New Zealand	Shaggy Hill	-43.3674575	171.1474861	922 m
New Zealand	Mount Caroline	-43.4891391	170.8766892	1384 m
New Zealand	Mount Potts	-43.502642	170.9249214	2184 m
New Zealand	The Pyramid	-43.5205109	170.935207	1748 m
New Zealand	Pyramid	-43.4498978	171.0962194	1598 m
New Zealand	Red Mountain	-43.4980373	171.0475064	1610 m
New Zealand	Mount Sugarloaf	-43.4591929	171.1992363	1238 m
New Zealand	Mount Guy	-43.5919498	171.084	1319 m
New Zealand	Dogs Hill	-43.5722673	171.1095176	1067 m
New Zealand	Mount O'Connor	-43.3296531	171.2441774	1612 m
New Zealand	Homestead Hill	-43.3292256	171.2714854	1130 m
New Zealand	Smite Peak	-43.3533687	171.2381671	2003 m
New Zealand	Moorhouse Peak	-43.367939	171.2853976	2025 m
New Zealand	Godley Peak	-43.3603597	171.2897732	2087 m
New Zealand	Lagoon Peak	-43.3747549	171.2381256	1988 m
New Zealand	Round Hill	-43.4149072	171.3265581	1497 m
New Zealand	Mount Oakden	-43.2445255	171.4164518	1633 m
New Zealand	Mount Cotton	-43.2508911	171.5042653	1470 m
New Zealand	Mount Hennah	-43.2627387	171.5511208	1109 m
New Zealand	Carriage Drive	-43.273319	171.5302503	1055 m
New Zealand	Peak Hill	-43.3172377	171.4920828	1240 m
New Zealand	Donald Hill	-43.3612616	171.3950352	1525 m
New Zealand	Redcliffe Hill	-43.3920077	171.4697563	940 m
New Zealand	Mount Catherine	-43.4271012	171.2657486	2085 m
New Zealand	Emily Hill	-43.5381432	171.2422549	963 m
New Zealand	Mount Taylor	-43.5075592	171.3185691	2333 m
New Zealand	Old Man Peak	-43.5161592	171.3720645	2221 m
New Zealand	Shingle Hill	-43.4232751	171.4344456	1873 m
New Zealand	Mount Hecla	-43.4808173	171.4733426	1734 m
New Zealand	Rat Hill	-43.4337266	171.486636	1450 m
New Zealand	Steepface Hill	-43.4236018	171.5276741	1876 m
New Zealand	Mount Bruce	-43.5028773	171.4908492	1829 m
New Zealand	Mount Hutt	-43.4714751	171.526055	2185 m
New Zealand	South Peak	-43.4887545	171.5274896	2081 m
New Zealand	Mount Winterslow	-43.5811853	171.3931787	1700 m
New Zealand	Mount Alford	-43.5822514	171.4731168	1171 m
New Zealand	Canaurd Hill	-43.7408566	169.3770858	731 m
New Zealand	Bald Hill	-43.7743969	169.2128497	850 m
New Zealand	Law Hill	-43.7973802	169.2623517	890 m
New Zealand	Mount Docherty	-43.7824217	169.3181392	836 m
New Zealand	Mariners Peak	-43.7856192	169.4242803	1535 m
New Zealand	Rainytop	-43.8329236	169.4053492	1606 m
New Zealand	Mount Stephenson	-43.8517505	169.3926479	1821 m
New Zealand	Ranganui	-43.8331894	169.4275317	1738 m
New Zealand	Plover Crag	-43.8350489	169.4371477	1746 m
New Zealand	Mount Swindle	-43.8876647	169.3000656	1588 m
New Zealand	Mount Cuttance	-43.9273832	169.3285708	1436 m
New Zealand	Law Peak	-43.8726933	169.3677047	1980 m
New Zealand	Mount Macfarlane	-43.9178291	169.3773968	2057 m
New Zealand	Mount Heveldt	-44.0925951	168.7785326	1416 m
New Zealand	Mount Watney	-44.0498915	168.8392528	1503 m
New Zealand	The Wart	-44.0984646	168.9034632	1708 m
New Zealand	The Cairn	-44.1053392	168.8903252	1530 m
New Zealand	Mount Calliope	-44.1104206	168.9192932	1673 m
New Zealand	Mount Selborne	-44.0188269	168.9387265	1864 m
New Zealand	Mount Warren	-44.0045778	169.0077628	1792 m
New Zealand	Mount Eggeling	-43.9958564	169.040119	1618 m
New Zealand	Souter Peak	-44.0669078	168.9741314	2035 m
New Zealand	Mount Ruera	-44.0930706	168.987171	1847 m
New Zealand	Mount Lycia	-44.1090883	168.9961	1974 m
New Zealand	Mount Attica	-44.1164227	169.0120073	1980 m
New Zealand	Mount Harris	-44.047027	169.0375481	1864 m
New Zealand	Mount Franklin	-44.0646775	169.0545175	1862 m
New Zealand	Howe Knob	-44.0532297	169.0970828	1568 m
New Zealand	Mount Doris	-44.1196769	169.0362961	2010 m
New Zealand	Foggy Top	-44.096858	169.0986545	1751 m
New Zealand	Young Peak	-44.1106715	169.0742948	1920 m
New Zealand	Mount Duncan	-44.1216335	168.7775135	1753 m
New Zealand	Rosy Peak	-44.1600324	168.8294553	2093 m
New Zealand	Sombre Peak	-44.1665894	168.8262013	2040 m
New Zealand	Mount Clio	-44.1466054	168.8536262	1910 m
New Zealand	Mount Wzania	-44.1401638	168.8944552	1672 m
New Zealand	Pegasus Peak	-44.20717	168.8691126	2160 m
New Zealand	Mount Tyndar	-44.165864	168.8920775	1966 m
New Zealand	Flanagan's Summit	-44.2124597	168.812802	2044 m
New Zealand	Canon Peak	-44.240176	168.8313744	2149 m
New Zealand	Corner Post	-44.293146	168.7526161	1832 m
New Zealand	Munro Peak	-44.2204966	168.8379812	2374 m
New Zealand	Farrar Peak	-44.2443805	168.8415467	2280 m
New Zealand	Helena Peak	-44.2309859	168.8653516	2430 m
New Zealand	Mount Pollux	-44.2323463	168.8734734	2536 m
New Zealand	Pollux Peak	-44.2188123	168.8918805	2124 m
New Zealand	Mount Castor	-44.2210521	168.8838327	2518 m
New Zealand	Mercury Peak	-44.210051	168.9120982	2160 m
New Zealand	Mount Vesta	-44.2428685	168.9255639	2027 m
New Zealand	Mount Ragan	-44.2612832	168.8531771	2254 m
New Zealand	Stocking Peak	-44.2624444	168.8416439	2064 m
New Zealand	Mount Betsy Jane	-44.268642	168.859919	2168 m
New Zealand	Mount Taurus	-44.2950747	168.8401955	2009 m
New Zealand	Mount Perseus	-44.2600437	168.9154694	1815 m
New Zealand	Mount Dispute	-44.1342389	168.9545266	1952 m
New Zealand	Mount Dreadful	-44.1394858	169.0012117	2020 m
New Zealand	Trident Peak	-44.1439403	168.9748049	2068 m
New Zealand	Mount Axius	-44.1739745	168.9463396	1852 m
New Zealand	Mount Achilles	-44.17424	168.9654802	1890 m
New Zealand	Leda Peak	-44.2064175	168.9338005	1946 m
New Zealand	The Sentinel	-44.2067074	168.9584066	1946 m
New Zealand	Mount Alba	-44.168117	168.9879795	2360 m
New Zealand	Mount Kuri	-44.2054987	169.006743	2141 m
New Zealand	Mount Awful	-44.1411464	169.0625072	2192 m
New Zealand	Mount Juno	-44.2264427	168.9298018	2012 m
New Zealand	Mount Iphigenia	-44.2325724	168.9300965	1994 m
New Zealand	Mount Aeolus	-44.2352372	168.9712211	2283 m
New Zealand	Mount Arne	-44.2549478	168.9346902	2011 m
New Zealand	Mount Jumbo	-44.2849132	168.9888252	1945 m
New Zealand	Mount Turner	-44.2188222	169.0862952	2150 m
New Zealand	Turret Peaks	-44.2819845	169.076889	1914 m
New Zealand	Rough Ridge	-43.9558776	169.1129873	1508 m
New Zealand	Mount Nerger	-43.9982879	169.1358725	1909 m
New Zealand	Dizzy Pinnacle	-44.0059349	169.149704	1838 m
New Zealand	Mount Webster	-43.9913323	169.1684686	1595 m
New Zealand	The Prop	-44.0256939	169.1818933	1630 m
