Country	Mountain	Latitude	Longitude	Elevation
Kenya	Laka Dima	0.5619288	38.0949396	1167 m
Kenya	Dabasiti	0.5623336	38.2278921	728 m
Kenya	Rumbini	0.4641216	38.0130433	1633 m
Kenya	Goitu Abaloni	0.4420264	38.1053867	1197 m
Kenya	Tilli	0.4229818	37.9831839	1923 m
Kenya	Rueka	0.4387842	38.0506291	1385 m
Kenya	Kuteri	0.4703183	38.2725472	686 m
Kenya	Burburlaya	0.5998056	38.374033	728 m
Kenya	Murera	0.2943818	38.1116426	828 m
Kenya	Kinna	0.3282155	38.177666	813 m
Kenya	Njogoine	0.0887197	37.9870936	978 m
Kenya	Kiorimba	0.0385397	38.159465	669 m
Kenya	Goro Ade	4.2414911	40.7420659	768 m
Kenya	Garbi	3.868615	39.944337	951 m
Kenya	Gagaba Kalo	3.5864713	39.7141537	1042 m
Kenya	Yai	3.6805428	39.8722006	947 m
Kenya	Birkan	3.9593176	40.0974905	890 m
Kenya	Summit	3.3729964	39.4511478	1229 m
Kenya	Adile	3.3344788	39.6937683	924 m
Kenya	Mash Hills	3.3589457	39.8455441	863 m
Kenya	Dirona Hills	3.2231026	39.8870627	863 m
Kenya	Ajao Hills	2.947484	39.7110025	1074 m
Kenya	Dibaigu	4.1988538	40.791559	726 m
Kenya	Kubi Marmo	4.1377849	40.8775638	583 m
Kenya	Kalkalcha Urane	4.0574994	40.9999183	548 m
Japan	Mount Rishiri	45.177429	141.243714	1721 m
North Korea	Baekdusan	42.0000064	128.0899764	2744 m
South Korea	Mount Seorak	38.1419132	128.472911	1708 m
South Korea	Mount Jiri	35.3367984	127.7304794	1915 m
Japan	Jakuchi-san	34.463867	132.056641	1337 m
Japan	Mount Daimanji	36.258324	133.330841	608 m
Japan	Dai-sen	35.368843	133.542587	1729 m
Japan	Mount Hyōno	35.350833	134.516667	1510 m
Japan	Mount Ishizuchi	33.770087	133.109996	1982 m
Japan	Mount Tsurugi	33.850278	134.096944	1955 m
South Korea	Mount Halla	33.3599918	126.5200301	1950 m
Japan	Unzen Peak	32.7565982	130.2943221	1500 m
Japan	Mount Kuju	33.0800845	131.2500106	1788 m
Japan	Mount Sobo	32.816666	131.350006	1756 m
Japan	Miyanoura Peak	30.3325	130.506389	1935 m
Japan	Yonaha Peak	26.7161319	128.2168075	498 m
Japan	Mount Iwaki	40.649032	140.306259	1625 m
Japan	Asahi Peak	43.6577823	142.8549911	2290 m
Japan	Mount Iwate	39.848686	141.00473	2038 m
Japan	Korenge-san	36.786942	137.764771	2769 m
Japan	Mount Tate	36.5949771	137.6289169	3015 m
Japan	Mount Chōkai	39.096389	140.052222	2236 m
Japan	Mount Zaō	38.134248	140.441375	1825 m
Japan	Hiuchiga Peak	36.950943	139.284134	2356 m
Japan	Mount Shirane	36.795556	139.379167	2578 m
Japan	Minako-yama	35.199211	135.83844	972 m
Japan	Mount Haku	36.151944	136.774444	2702 m
Japan	Hotaka Peak	36.283386	137.650543	3190 m
Japan	Norikura Peak	36.103333	137.556667	3026 m
Japan	Mount Ontake	35.889722	137.483333	3067 m
Japan	Mount Ibuki	35.414486	136.409363	1377 m
Japan	Komaga Peak	35.786098	137.807617	2954 m
Japan	Mount Hakken	34.170036	135.90921	1915 m
Japan	Mount Ōdaigahara	34.182468	136.105789	1695 m
Japan	Sanpo-yama	35.914288	138.730759	2483 m
Japan	Kita Peak	35.671389	138.241944	3192 m
Japan	Akaishi Peak	35.458056	138.160556	3120 m
Japan	Mount Kumotori	35.852222	138.946944	2017 m
Japan	Fuji	35.3579166	138.7309676	3776 m
Japan	Mount Tanzawa	35.483056	139.141944	1567 m
Japan	Atago-yama	35.111885	139.989288	408 m
Kenya	Ramogi	-0.0074309	34.0527728	1309 m
Kenya	Usire	-0.06343	34.2222283	1291 m
Kenya	Utonga	-0.1002494	34.1463574	1214 m
Kenya	Serawongo	-0.1577319	34.1375997	1277 m
Kenya	Abiero	-0.1787504	34.248743	1295 m
Kenya	Gemba	-0.5025879	34.2137255	1850 m
Kenya	Kviratia	-0.6149087	34.1402158	2228 m
Kenya	Sigama	-0.6728447	34.3004932	1622 m
Kenya	Nyakinda	-0.1167024	34.488177	1311 m
Kenya	Kamuga	-0.0461351	34.6685703	1367 m
Kenya	Kisian Hills	-0.0516387	34.7169394	1371 m
Kenya	Kawaswa	-0.1724841	34.9486361	1164 m
Kenya	Waradho	-0.2175462	35.0333201	1267 m
Kenya	Mount Homa	-0.3871828	34.4979973	1732 m
Kenya	Wire	-0.4729188	34.7189228	1663 m
Kenya	God Ndoki	-0.6278004	34.5641965	1427 m
Kenya	Adingo Opanga	-0.3658602	34.8463808	1549 m
Kenya	Ugandju	-0.7727233	34.0872682	1279 m
Kenya	Tingana	-0.9822003	34.4509614	1636 m
Kenya	Olasi Hill	-1.0871537	34.208731	1305 m
Kenya	Nyankuru	-0.7133114	34.7934075	1994 m
Kenya	Ibentho	-0.8680605	34.6886106	1964 m
Kenya	Mosonik	-0.8199504	35.0993038	2002 m
Kenya	Olosaayiet	-1.0267537	34.89959	2051 m
Kenya	Kilgoris	-1.0136152	34.9349909	1897 m
Kenya	Olomisimis	-1.0470697	34.9211225	1943 m
Kenya	Gelegele Hill	-0.8903683	35.0135375	2174 m
Kenya	Abosi	-0.9070066	35.083265	2105 m
Kenya	Ikwe	-1.1262655	34.6191809	1537 m
Kenya	Sikawa	-1.0603298	34.6443629	1775 m
Kenya	Mashanooa Hill	-1.1394039	34.7376704	1844 m
Kenya	Kimoigoyen	-1.219573	34.7727064	1731 m
Kenya	Olaololo	-1.23113	35.0207559	1871 m
Kenya	Emarti	-1.3638657	35.0801834	1659 m
Kenya	Legetet	-0.1546238	35.2536818	1685 m
Kenya	Natepong	-0.0118677	35.3955046	2292 m
Kenya	Tinderet	-0.077245	35.3580912	2640 m
Kenya	Chebelel	-0.2659514	35.2324487	1974 m
Kenya	Kapcheptortor	-0.3029815	35.2954303	2189 m
Kenya	Limutet	-0.1128899	35.5268861	2565 m
Kenya	Lesotek	-0.1271286	35.5873256	2421 m
Kenya	Loldiani	-0.1123963	35.7278041	3008 m
Kenya	Scott	-0.1655711	35.7828162	2278 m
Kenya	Mount Blackett	-0.1884047	35.6341591	2593 m
Kenya	Kin	-0.1909226	35.7799984	2230 m
Kenya	Morris	-0.2087468	35.805876	2091 m
Kenya	Chemoiben	-0.6006582	35.1920613	1992 m
Kenya	Chebirbelek	-0.6555981	35.2389834	2012 m
Kenya	Menengai	-0.2386698	36.0932429	2278 m
Kenya	Isirkon	-0.341516	36.13002	2097 m
Kenya	Enkorika	-0.3067443	36.2171225	2306 m
Kenya	Sabugo	-0.3099274	36.2674557	2667 m
Kenya	Beacon Hill	-0.2713013	36.526303	2905 m
Kenya	Kipipiri	-0.4301136	36.5372791	3349 m
Kenya	Buru	-0.6357408	36.2639586	2626 m
Kenya	Mutarakwa	-0.7870739	35.2431155	2050 m
Kenya	Kabroret	-0.7227903	35.4277014	2221 m
Kenya	Kiblos	-0.7642991	35.479312	2302 m
Kenya	Olesoi	-0.8995424	35.2987509	2132 m
Kenya	Oitabsoiyet	-0.9125782	35.4759748	2291 m
Kenya	Ngulot	-0.9966031	35.37967	2217 m
Kenya	Ngaroni	-0.8266748	35.6291541	2283 m
Kenya	Ngorengore	-1.0240773	35.511259	2072 m
Kenya	Masandare	-1.0103306	35.6397241	2037 m
Kenya	Ngobbin	-1.0454882	35.7361946	2007 m
Kenya	Ngerende	-1.113492	35.1666173	1738 m
Kenya	Kipleleo	-1.1089908	35.2626012	2192 m
Kenya	Boomerang	-1.1634912	35.2898514	2063 m
Kenya	Ol Doinyo Lolialaram	-1.0757797	35.3907014	2280 m
Kenya	Eregero	-1.1489712	35.4055043	2252 m
Kenya	Tree	-1.1522991	35.4992154	1970 m
Kenya	Naito	-1.2655576	35.206641	1730 m
Kenya	Bardamat	-1.2828985	35.3673842	2025 m
Kenya	Ol Doinyo	-1.2519871	35.5041734	1988 m
Kenya	Wadi	-1.1254139	35.577803	1919 m
Kenya	Leganga	-1.2743796	35.5852246	1991 m
Kenya	Munterabi	-1.3619065	35.543497	2004 m
Kenya	Lolua	-1.382666	35.639904	2229 m
Kenya	Maji Moto	-1.3655561	35.7034701	2254 m
Kenya	Olomorooi	-1.3943877	35.8415457	1797 m
Kenya	Endiak	-0.9003103	35.9426838	2411 m
Kenya	Olombori	-0.9271918	35.936041	2309 m
Kenya	Mutunyi	-1.0414737	35.8673361	2084 m
Kenya	Ol Karia	-0.886291	36.2698094	2434 m
Kenya	Longonot	-0.91643	36.4472295	2776 m
Kenya	Kijabe Hill	-0.908396	36.5468505	2669 m
Kenya	Mount Margaret	-1.0063029	36.5524714	1937 m
Kenya	Inturumeti	-1.1791664	36.0816249	2042 m
Kenya	Tikako Hills	-1.2191939	36.205326	1950 m
Kenya	Legorinyo	-1.3353862	35.9554125	1840 m
Kenya	Engata Pusi	-1.4739572	35.2143713	1608 m
Kenya	Talek	-1.4112974	35.3020166	1765 m
Kenya	Tembo	-1.5319768	35.33024	1845 m
Kenya	Kaitapiri	-1.4233346	35.4679496	2003 m
Kenya	Trevor	-1.4707855	35.4380242	1970 m
Kenya	Leganishu	-1.5977952	35.4050128	2183 m
Kenya	Olenkijape	-1.4469975	35.5928771	2216 m
Kenya	Loita	-1.5083761	35.6893584	2485 m
Kenya	Koitiko	-1.5033884	35.8219596	2014 m
Kenya	Rices Point	-1.6051344	35.5660014	2214 m
Kenya	Naikara	-1.605016	35.6983435	2462 m
Kenya	Subugo	-1.6532824	35.8233403	2673 m
Kenya	Morijo	-1.8060179	35.8383482	2288 m
Kenya	Naitiami	-1.5222177	35.9957818	1740 m
Kenya	Kisamis	-1.6459689	36.2024766	990 m
Kenya	Wiro II	-1.528696	36.2314069	1206 m
Kenya	Legemunge	-1.5235347	36.4002349	1260 m
Kenya	Enegerami	-1.7321857	36.2514666	828 m
Kenya	Lordariak	-1.6402949	36.5599373	1220 m
Kenya	Kameube	-1.8412771	35.9438661	2257 m
Kenya	Oloronga	-1.9619691	36.2075201	694 m
Kenya	Ol Doinyo Nyokie	-1.7998389	36.3752969	1169 m
Kenya	Nkama	-1.9149374	36.4099877	1002 m
Kenya	Singiraine	-1.8799859	36.5116393	1274 m
Kenya	Neuki	-1.9536422	36.5217843	1331 m
Kenya	Shompole	-2.135743	36.0904866	1552 m
Kenya	Ondare	-0.0436841	36.6525751	2189 m
Kenya	Lolpejeta	-0.0278313	36.8090571	2108 m
Kenya	Pirisya	-0.1705998	36.7649833	2291 m
Kenya	Olodoma	-0.1412108	36.8024493	2139 m
Kenya	Chebuswa	-0.2348464	36.5904057	3364 m
Kenya	Kiambogo Hill	-0.2351253	36.6839864	2902 m
Kenya	Lesatima	-0.3184862	36.6156202	3999 m
Kenya	Bamboo Hill	-0.2869407	36.7267727	2922 m
Kenya	Orasha	-0.2627143	36.8192748	2373 m
Kenya	Table Mountain	-0.3717759	36.6057832	3843 m
Kenya	Maratiini Hill	-0.3995799	36.6531903	3698 m
Kenya	Niana Hill	-0.3711226	37.1076355	2169 m
Kenya	Kiaguthu	-0.5012184	37.1329225	1743 m
Kenya	Kiagwhu	-0.5920814	36.9180548	1969 m
Kenya	Kiambicho	-0.6993817	37.2216536	1388 m
Kenya	Mount Kenya	-0.155186	37.3161344	5199 m
Kenya	Mugi Hill	-0.1277544	37.4158098	3500 m
Kenya	Rutundu	-0.0358743	37.4659245	3293 m
Kenya	Kiagu	-0.0300801	37.8730779	1343 m
Kenya	Mangi	-0.0526054	37.8166966	1111 m
Kenya	Kuru	-0.0300801	37.9335547	971 m
Kenya	Tunyai	-0.1649232	37.8305435	1000 m
Kenya	Makithe	-0.0978669	37.9086914	920 m
Kenya	Konyuru	-0.1745147	37.93178	769 m
Kenya	Kiera	-0.2344287	37.768453	1458 m
Kenya	Magari	-0.2033751	37.8830319	973 m
Kenya	Nandago	-0.2822212	37.8321762	999 m
Kenya	Kijegge	-0.2714274	37.9426791	1410 m
Kenya	Munguni	-0.3198672	37.8847519	972 m
Kenya	Kibogi	-0.41256	37.5310056	1662 m
Kenya	Karue	-0.4494518	37.5345825	1535 m
Kenya	Karue	-0.46153	37.5396083	1522 m
Kenya	Maranga	-0.4989314	37.5801523	1495 m
Kenya	Kutus	-0.564426	37.358471	1312 m
Kenya	Kanjiro	-0.6813097	37.6126932	1535 m
Kenya	Kanyuambora	-0.4775792	37.7165989	1242 m
Kenya	Changura	-0.4841859	37.7400188	1069 m
Kenya	Kiburu	-0.4220392	37.8705077	1094 m
Kenya	Kiangombe	-0.5643627	37.7072413	1789 m
Kenya	Kiambere	-0.6912906	37.8092839	1471 m
Kenya	Mimindi	-0.6966742	37.9366269	970 m
Kenya	Maang'u	-0.9473758	36.8907639	1773 m
Kenya	Mukurwe	-0.8883534	36.9384309	1800 m
Kenya	Kilanga	-0.903154	37.0134284	1626 m
Kenya	Ngong Hills	-1.4208525	36.6387402	2460 m
Kenya	Ndarugu East	-1.1048032	37.1132062	1499 m
Kenya	Athi	-1.3094647	37.0587865	1511 m
Kenya	Kongoni	-1.2702451	37.1534787	1567 m
Kenya	Mutheru	-0.775541	37.4994923	1265 m
Kenya	Manyati	-0.8589408	37.4837066	1076 m
Kenya	Nduni	-0.8272208	37.5377973	1295 m
Kenya	Ithanga	-0.9358746	37.3515413	1739 m
Kenya	Kakuzi Hills	-1.0163571	37.3139749	1659 m
Kenya	Rongori	-0.8974362	37.5110318	1185 m
Kenya	Masinga	-0.9259677	37.6298613	1121 m
Kenya	Kwamathumba Hill	-0.9322535	37.7127431	1248 m
Kenya	Lutuni	-0.9557739	37.9569472	1212 m
Kenya	Maiyuhi	-1.2004672	37.5402531	1320 m
Kenya	Tala	-1.262871	37.3324544	1565 m
Kenya	Kanzalu	-1.2883229	37.3896459	1828 m
Kenya	Kikambuani	-1.3027015	37.3688465	1689 m
Kenya	Chana	-1.3209066	37.3484869	1834 m
Kenya	Muisuni	-1.3255387	37.3743403	1733 m
Kenya	Kangundo	-1.3422356	37.3679847	1798 m
Kenya	Mukwate	-1.3547315	37.3826349	1498 m
Kenya	Kwauni	-1.3310559	37.4167856	1682 m
Kenya	Mukwate	-1.366654	37.3766743	1498 m
Kenya	Mango	-1.396538	37.4036026	1647 m
Kenya	Kithyoko	-1.0690819	37.8675626	1146 m
Kenya	Nzalae	-1.1369507	37.8050466	1201 m
Kenya	Mwakini	-1.2693101	37.7573715	1291 m
Kenya	Maviani	-1.3775674	37.8250697	1245 m
Kenya	Maatha	-0.1640045	38.0774726	871 m
Kenya	Kamugi	-0.1659031	38.1640732	598 m
Kenya	Usueni	-0.1340476	38.2238814	430 m
Kenya	Kamuwongo	-0.3333513	38.0488518	862 m
Kenya	Tseikuru	-0.3290053	38.1923188	660 m
Kenya	Nzetu	-0.3242145	38.2227897	626 m
Kenya	Ekole	-0.3386864	38.2866751	708 m
Kenya	Makyalia	-0.1325292	38.6258624	412 m
Kenya	Tembukuni	-0.2888391	38.4496237	573 m
Kenya	Matemeteveni	-0.3219749	38.4315648	657 m
Kenya	Manshumbi	-0.20514	38.6206007	455 m
Kenya	Kathanawa	-0.3329314	38.5703982	539 m
Kenya	Keizetu	-0.4307652	38.1442609	791 m
Kenya	Mariri	-0.4517603	38.0290091	980 m
Kenya	Wanzaku Hill	-0.5140439	37.9767771	1649 m
Kenya	Mazeki	-0.4719001	38.1493794	819 m
Kenya	Itinda	-0.5793502	38.0596292	1136 m
Kenya	Kyuso	-0.5475475	38.2096256	898 m
Kenya	Gai	-0.6133221	38.1895001	1062 m
Kenya	Mumoni	-0.6690001	38.2889985	782 m
Kenya	Samanguli	-0.375862	38.3984918	683 m
Kenya	Mambeala	-0.4445693	38.4189424	690 m
Kenya	Ivanguli	-0.4498188	38.5427542	575 m
Kenya	Kaithango	-0.4490506	38.6569632	534 m
Kenya	Mitamisyi	-0.5366558	38.4055517	703 m
Kenya	Ngomeni	-0.6436669	38.396792	815 m
Kenya	Mkapu	-0.6485323	38.5723308	593 m
Kenya	Kora	-0.1063059	38.7521346	321 m
Kenya	Komunyu	-0.1699299	38.7691237	389 m
Kenya	Yumbandei	-0.2260023	38.7640207	396 m
Kenya	Kalimangilu	-0.3321469	38.7787667	389 m
Kenya	Kumbulanawa	-0.3611876	38.7337582	442 m
Kenya	Mwambui	-0.7505778	38.0523724	1025 m
Kenya	Kalima	-0.7609918	38.1319784	1065 m
Kenya	Ithumbi	-0.8759125	38.0977696	1139 m
Kenya	Ngeani	-0.7087565	38.1888112	1082 m
Kenya	Mai	-0.7070324	38.2832744	1179 m
Kenya	Wamwathi	-0.8000581	38.1649672	1041 m
Kenya	Kiomo	-0.9150801	38.0179681	1262 m
Kenya	Mwingi	-0.951852	38.0800284	1092 m
Kenya	Vikanzu	-1.0194172	38.1394576	1156 m
Kenya	Kyui	-0.9799464	38.2995906	1207 m
Kenya	Kathiliwa	-1.037838	38.3108935	1354 m
Kenya	Kamuthengi	-0.7476329	38.4558171	780 m
Kenya	Kyaikuyu	-0.8377492	38.4135291	1134 m
Kenya	Kangui	-0.7943665	38.5334075	698 m
Kenya	Mukogu	-0.9354936	38.4471555	887 m
Kenya	Kamutotya	-1.1358717	38.0445232	1474 m
Kenya	Kyamuthya	-1.1777537	38.121808	1221 m
Kenya	Mutaitho	-1.0917826	38.3046108	1298 m
Kenya	Mwalamo	-1.1839014	38.2254411	759 m
Kenya	Kavonge	-1.3364117	38.0573904	1342 m
Kenya	Wanamba	-1.3910059	38.3341163	1059 m
Kenya	Matundu	-1.2674515	38.5516237	1259 m
Kenya	Kauwaa	-1.2638488	38.5868925	1340 m
Kenya	Katumba	-0.7377741	38.8090713	603 m
Kenya	Engamba	-1.0961461	38.6777918	925 m
Kenya	Kandelongwe	-1.0551227	38.963521	414 m
Kenya	Loo Ntepes	-1.5081867	36.7065159	1879 m
Kenya	Endoinyo Narok	-1.7058917	36.6533504	2026 m
Kenya	Isinya	-1.6387726	36.8754659	1654 m
Kenya	Lukenya	-1.4742309	37.0678051	1837 m
Kenya	Kyumbi Hill	-1.5354871	37.1133059	1805 m
Kenya	Kyamwimbo Hill	-1.6425092	37.2590822	1857 m
Kenya	Kivani Hill	-1.6863544	37.2070734	1776 m
Kenya	Seure	-1.8339022	36.6547343	1574 m
Kenya	Teletangatuny Hills	-1.8611649	36.6631761	1738 m
Kenya	Cairn Hill	-1.8231078	36.842114	1790 m
Kenya	Toroka	-1.9499413	36.6385154	1754 m
Kenya	Lemileblu	-1.9869498	36.7469196	2156 m
Kenya	Lokululit	-2.0082396	36.9059385	1944 m
Kenya	Olenengasoloi	-2.009963	37.1712349	1669 m
Kenya	Kyambuko Hill	-1.4145175	37.2983522	1915 m
Kenya	Kyevaluki Hill	-1.4129577	37.3660836	1622 m
Kenya	Ngaa Hill	-1.5086282	37.3934589	1378 m
Kenya	Mbaani Hill	-1.4695236	37.4832794	1337 m
Kenya	Kalama Hill	-1.6187466	37.3477364	2006 m
Kenya	Iiuni Hill	-1.682227	37.3649504	1869 m
Kenya	Makango Hill	-1.7186235	37.4084048	1602 m
Kenya	Kithendu	-1.6345915	37.5817644	1396 m
Kenya	Kaumoni	-1.6963171	37.5641973	1741 m
Kenya	Kivauni	-1.5488825	37.6439962	1598 m
Kenya	Soma Kavuta	-1.4833248	37.8968813	1018 m
Kenya	Nwagi	-1.5682852	37.8338674	1143 m
Kenya	Malueni Hill	-1.5982541	37.6834371	1416 m
Kenya	Ikindu	-1.6511961	37.6424071	1189 m
Kenya	Wiyi Hill	-1.6536412	37.7531213	1204 m
Kenya	Ndathi	-1.8718327	37.2818027	1672 m
Kenya	Kiongwani Hill	-1.8808163	37.2956171	1631 m
Kenya	Kenze Hill	-1.8738968	37.3430848	1665 m
Kenya	Katumbi	-1.9328936	37.3191968	1745 m
Kenya	Kakindu Hill	-1.8837225	37.3981639	1479 m
Kenya	Mbatini	-1.9278354	37.4430119	1809 m
Kenya	Muvai Hill-Metres	-1.8422056	37.4634839	1591 m
Kenya	Thikuni	-1.821573	37.5072847	1786 m
Kenya	Nzueni	-1.8277502	37.6087298	1382 m
Kenya	Warane Hill	-1.8549024	37.5684086	1463 m
Kenya	Nzaui	-1.9117943	37.5452174	1766 m
Kenya	Enguli	-1.9644363	37.3490795	1503 m
Kenya	Muaani	-1.9938356	37.388409	1409 m
Kenya	Iangini Hill	-1.9448658	37.4975156	1488 m
Kenya	Ithumba	-2.0538164	37.601199	1311 m
Kenya	Muvau	-1.9037817	37.6636534	1178 m
Kenya	Kilisa	-1.7861418	37.8607081	1046 m
Kenya	Katumbua Hill	-1.8290869	37.8018078	1118 m
Kenya	Kanangi	-1.7663096	37.9051443	1055 m
Kenya	Kianga	-1.9069248	37.8311834	1093 m
Kenya	Ndandoni	-1.9610534	37.9500278	973 m
Kenya	Musuriamburi Hills	-2.1551501	37.0240148	1668 m
Kenya	Scone	-2.1313113	37.2396176	1778 m
Kenya	Melwa	-2.372393	36.9281138	1543 m
Kenya	Tulakaria	-2.3108733	37.1503064	1290 m
Kenya	Orok	-2.4942265	36.7513038	2530 m
Kenya	Ngararambuni	-2.6088776	36.9053413	1257 m
Kenya	Aspen	-2.4728323	37.0066939	1528 m
Kenya	Meshanani	-2.5315984	37.1855966	1202 m
Kenya	Iimbireshari	-2.6794109	37.1834072	1176 m
Kenya	Lemomo	-2.7729479	37.2536966	1338 m
Kenya	Soysambu	-2.1361981	37.3783932	1655 m
Kenya	Doinyo	-2.1690458	37.5602754	1212 m
Kenya	Endoinyo Embuya	-2.2399228	37.4712619	1222 m
Kenya	Nosuiana	-2.3053386	37.5347679	1162 m
Kenya	Embuko	-2.3734298	37.4982513	1108 m
Kenya	Nguu	-2.1182724	37.6679268	1179 m
Kenya	Kyale	-2.1299815	37.7697475	922 m
Kenya	Mwailo	-2.2555917	37.7196652	1096 m
Kenya	Kikweo	-2.2488792	37.9207774	1130 m
Kenya	Oi Doinyo Sambu	-2.3724852	37.6424077	1297 m
Kenya	Tindima	-2.3980555	37.735578	1448 m
Kenya	Mbui Nzau	-2.3488031	37.9155485	1337 m
Kenya	Kenze	-2.4318972	37.888946	1104 m
Kenya	Pine	-2.5904555	37.3733238	1206 m
Kenya	Lemeipoti	-2.5301818	37.4858446	1333 m
Kenya	Lemongo	-2.809657	37.4150437	1546 m
Kenya	Elmau	-2.493801	37.6857774	1307 m
Kenya	Oleeilelu	-2.6084777	37.6908467	1236 m
Kenya	Kenzili	-2.4669227	37.8548897	1263 m
Kenya	Kithssyu	-2.5010156	37.9431198	1046 m
Kenya	Chyulu Hills	-2.6067097	37.8508542	2053 m
Kenya	Losoito	-2.7026807	37.6207942	1282 m
Kenya	Ekulu	-1.5450233	38.1869712	1162 m
Kenya	Kyongwani	-1.704465	38.2202361	883 m
Kenya	Makongo	-1.4076	38.3572204	1398 m
Kenya	Kathai	-1.4188329	38.4179803	741 m
Kenya	Matu Hill	-1.8781456	38.0046038	958 m
Kenya	Mutha	-1.7785859	38.404085	1266 m
Kenya	Syamatani	-1.8676236	38.4069737	1110 m
Kenya	Kasasi	-2.0017098	38.3443583	744 m
Kenya	Daka Dank	-2.0006605	38.7543924	471 m
Kenya	Ngunyumu	-2.2049892	38.1846086	925 m
Kenya	Kimathenya	-2.1095469	38.352479	1040 m
Kenya	Ithumba	-2.2082682	38.4024108	965 m
Kenya	Umaumaa	-2.3337051	38.3934756	591 m
Kenya	Wathumi	-2.4498726	38.3658182	494 m
Kenya	Kilima Koii	-2.4848526	38.0958315	819 m
Kenya	Kinyeki	-2.6321714	38.1452513	831 m
Kenya	Nooka	-2.6554436	37.9697033	1249 m
Kenya	Chyulu	-2.7927243	37.9752838	1773 m
Kenya	Mwingio	-2.8060813	38.2402662	764 m
Kenya	Scarpment	-2.6333061	38.3795938	725 m
Kenya	Loloipanga	-2.8898341	37.6509549	1408 m
Kenya	Kuku	-2.8546942	37.7863617	1078 m
Kenya	Ol Doinyo Ololaiama	-2.8718608	37.9192645	1105 m
Kenya	Marabu	-2.9869639	37.8670188	891 m
Kenya	Entarara	-2.9945698	37.6330288	1406 m
Kenya	Lolgaini	-3.0078157	37.7311601	1197 m
Kenya	Njugini	-3.173744	37.793119	956 m
Kenya	Loosoito	-3.2534389	37.8851425	1218 m
Kenya	Latema	-3.4034807	37.6197926	1060 m
Kenya	Salaita	-3.3896092	37.788231	914 m
Kenya	Makini	-3.4972777	37.6365704	1024 m
Kenya	Viwili	-3.5793873	37.8010321	855 m
Kenya	Manolo Manda	-3.6293862	37.9631426	863 m
Kenya	Mzima	-2.9733726	37.9958926	895 m
Kenya	Mzima	-2.9653111	38.033022	727 m
Kenya	Nthawe	-2.962421	38.2055672	1167 m
Kenya	Manda	-3.1578081	38.028986	1347 m
Kenya	Napilla	-3.0065282	38.1541187	1722 m
Kenya	Simba	-2.9946829	38.4803076	483 m
Kenya	Yamanyani	-3.0784687	38.4659571	778 m
Kenya	Ndovu no Lala	-3.0492138	38.5101845	526 m
Kenya	Wanjala	-3.2310651	38.1482042	1101 m
Kenya	Maktau	-3.3671409	38.1401114	1406 m
Kenya	Mbulia	-3.1878444	38.4427971	1036 m
Kenya	Manga	-3.1922748	38.5137401	789 m
Kenya	Irima	-3.2842751	38.5414167	864 m
Kenya	Majego	-3.4549669	38.4277602	1001 m
Kenya	Ndara	-3.5075855	38.5935924	1493 m
Kenya	Sobo	-3.0355355	38.7879134	488 m
Kenya	Aruba	-3.2625662	38.8832464	432 m
Kenya	Serengeti	-3.5187051	38.0030429	967 m
Kenya	Kamshari	-3.6737858	38.0951528	844 m
Kenya	Alia	-3.5900141	38.2834537	1323 m
Kenya	Kanjaro	-3.8365347	38.2635178	934 m
Kenya	Pusa	-3.63644	38.4577456	895 m
Kenya	Goi	-3.5356493	38.5777584	1061 m
Kenya	Zagatisi	-3.6460831	38.533771	844 m
Kenya	Mindi	-3.7342375	38.3850687	835 m
Kenya	Kasigau	-3.827836	38.658713	1536 m
Kenya	Lasamba Hill	-4.164409	38.6336633	698 m
Kenya	Nyangala	-3.6287573	38.7336463	990 m
Kenya	Taru	-3.7740638	39.1203195	482 m
Kenya	Mwakijembe	-4.14833	39.1064428	297 m
Kenya	Sadani-Metres	-2.5854838	40.354616	55 m
Kenya	Adara	-2.6640758	40.2212584	50 m
Kenya	Famau Hill	-2.4615159	40.7248976	57 m
Kenya	Mataloni	-3.0497485	39.5532022	140 m
Kenya	Dakacha	-2.9920748	39.7514084	246 m
Kenya	Mifundemi	-3.0370884	39.827252	123 m
Kenya	Magarini	-3.0630903	40.0647555	156 m
Kenya	Guruju	-3.3936561	39.4245142	223 m
Kenya	Mifudumi	-3.3930909	39.5538191	243 m
Kenya	Kakuyuni	-3.2243575	39.9794787	129 m
Kenya	Mwangudo	-3.4013736	39.7467168	215 m
Kenya	Mamburui	-3.122932	40.1414106	60 m
Kenya	Rima ra Pera	-3.5400016	39.4134535	255 m
Kenya	Bamba	-3.5238661	39.5371726	323 m
Kenya	Mwo Eba	-3.5684609	39.7026273	186 m
Kenya	Kabanini	-3.6123074	39.627567	283 m
Australia	Mount Mary	-16.5956442707251	129.243335723877	343
Australia	Mount Roe	-11.5064350731988	132.076778411865	160
Australia	Peak Hill	-12.5191228145747	130.865621566772	34
Australia	Blackmore Hill	-12.5647842938812	130.836524963379	33
Australia	Bobs Knob	-13.2249897221729	130.375871658325	26
Australia	Hermit Hill	-13.7669804981783	130.485734939575	95
Australia	Tidy Hill	-12.739981801748	130.88939666748	68
Australia	Mount Daly	-12.7274238486496	131.220102310181	72
Australia	Dennys Hill	-12.7332005843246	131.292200088501	26
Australia	Buffalo Rise	-12.9095366916437	131.330995559692	43
Australia	Mount Darwent	-13.3577213869101	131.242933273315	187
